-4.40E-01,2.44E-01,1.32E+01,-3.54E+01,-4.94E+01,4.14E+01,-3.91E-01,2.24E-01,-9.94E+01
2.44E-01,-2.44E-01,1.32E+01,-2.69E+01,-4.66E+01,4.07E+01,-1.45E-02,-2.04E-02,-9.90E+01
3.42E-01,-3.42E-01,1.30E+01,-2.13E+01,-4.03E+01,4.14E+01,5.20E-01,-3.12E-01,-9.85E+01
-3.42E-01,1.47E-01,1.29E+01,-1.63E+01,-3.04E+01,4.00E+01,7.98E-01,-4.67E-01,-9.82E+01
1.47E-01,-3.42E-01,1.30E+01,-1.07E+01,-1.77E+01,3.93E+01,1.07E+00,-6.27E-01,-9.77E+01
1.47E-01,-4.89E-02,1.29E+01,-6.48E+00,-7.89E+00,3.86E+01,1.16E+00,-7.11E-01,-9.74E+01
-3.42E-01,4.89E-02,1.30E+01,-2.25E+00,2.68E+00,3.72E+01,1.18E+00,-7.60E-01,-9.70E+01
-2.44E-01,-1.47E-01,1.28E+01,1.27E+00,1.04E+01,3.65E+01,1.11E+00,-7.63E-01,-9.67E+01
-4.89E-02,-4.89E-02,1.30E+01,1.27E+00,1.82E+01,3.51E+01,9.19E-01,-7.47E-01,-9.62E+01
4.89E-02,-1.47E-01,1.30E+01,3.38E+00,2.17E+01,3.37E+01,7.56E-01,-7.25E-01,-9.60E+01
-4.89E-02,-2.44E-01,1.27E+01,4.08E+00,2.38E+01,3.08E+01,4.65E-01,-6.83E-01,-9.56E+01
2.44E-01,-3.42E-01,1.30E+01,7.61E+00,2.38E+01,2.87E+01,2.71E-01,-6.44E-01,-9.53E+01
1.47E-01,-3.42E-01,1.30E+01,1.04E+01,2.10E+01,2.66E+01,7.89E-05,-5.37E-01,-9.50E+01
-4.89E-02,-3.42E-01,1.28E+01,1.25E+01,2.03E+01,2.38E+01,-1.66E-01,-4.44E-01,-9.48E+01
-4.89E-02,3.42E-01,1.27E+01,1.32E+01,2.10E+01,2.17E+01,-4.17E-01,-2.80E-01,-9.45E+01
4.89E-02,3.42E-01,1.30E+01,1.54E+01,2.10E+01,2.10E+01,-5.91E-01,-1.46E-01,-9.43E+01
4.89E-02,4.89E-02,1.28E+01,1.82E+01,2.03E+01,2.03E+01,-8.34E-01,6.98E-02,-9.41E+01
4.89E-02,-2.44E-01,1.27E+01,2.24E+01,1.89E+01,2.03E+01,-9.85E-01,2.40E-01,-9.39E+01
1.47E-01,-1.47E-01,1.28E+01,2.45E+01,2.17E+01,1.82E+01,-1.22E+00,5.21E-01,-9.37E+01
3.42E-01,-3.42E-01,1.30E+01,2.66E+01,2.66E+01,1.68E+01,-1.42E+00,7.22E-01,-9.35E+01
1.47E-01,-2.44E-01,1.32E+01,2.66E+01,3.01E+01,1.54E+01,-1.74E+00,1.04E+00,-9.33E+01
-1.47E-01,-4.89E-02,1.30E+01,2.45E+01,3.01E+01,1.25E+01,-1.97E+00,1.25E+00,-9.32E+01
-1.47E-01,4.89E-02,1.26E+01,1.96E+01,2.94E+01,1.18E+01,-2.32E+00,1.52E+00,-9.31E+01
-4.89E-02,4.89E-02,1.25E+01,1.04E+01,3.01E+01,1.18E+01,-2.54E+00,1.66E+00,-9.30E+01
-5.38E-01,4.89E-02,1.24E+01,-8.45E-01,3.15E+01,1.04E+01,-2.90E+00,1.73E+00,-9.28E+01
-5.38E-01,-4.89E-02,1.20E+01,-1.07E+01,2.87E+01,1.04E+01,-3.14E+00,1.70E+00,-9.27E+01
-1.47E-01,-3.42E-01,1.20E+01,-2.06E+01,2.59E+01,7.61E+00,-3.47E+00,1.52E+00,-9.26E+01
-3.42E-01,-2.44E-01,1.22E+01,-2.76E+01,1.96E+01,6.90E+00,-3.64E+00,1.32E+00,-9.25E+01
4.40E-01,-3.42E-01,1.35E+01,-2.20E+01,1.89E+01,7.61E+00,-1.15E+00,2.84E+00,-1.11E+02
3.42E-01,-4.89E-02,1.34E+01,-3.11E+01,9.72E+00,9.01E+00,-1.29E+00,2.51E+00,-1.10E+02
-4.89E-02,-4.89E-02,1.39E+01,-3.54E+01,-1.41E-01,9.72E+00,-1.32E+00,2.24E+00,-1.10E+02
6.35E-01,-1.47E-01,1.38E+01,-3.25E+01,-8.59E+00,9.72E+00,-1.25E+00,1.82E+00,-1.10E+02
1.47E-01,-2.44E-01,1.33E+01,-2.41E+01,-1.28E+01,1.11E+01,-1.14E+00,1.59E+00,-1.10E+02
2.44E-01,-4.89E-02,1.35E+01,-1.49E+01,-1.21E+01,1.11E+01,-9.78E-01,1.35E+00,-1.10E+02
2.44E-01,-4.89E-02,1.36E+01,-7.89E+00,-8.59E+00,1.18E+01,-8.90E-01,1.26E+00,-1.10E+02
-4.89E-02,-1.47E-01,1.31E+01,5.63E-01,-2.96E+00,1.32E+01,-8.17E-01,1.22E+00,-1.10E+02
2.44E-01,-1.47E-01,1.37E+01,5.49E+00,3.38E+00,1.25E+01,-8.15E-01,1.24E+00,-1.10E+02
5.38E-01,-4.89E-02,1.31E+01,6.20E+00,8.31E+00,1.25E+01,-8.71E-01,1.32E+00,-1.09E+02
1.22E+00,-2.44E-01,1.35E+01,5.49E+00,1.04E+01,1.18E+01,-9.26E-01,1.37E+00,-1.09E+02
-3.42E-01,4.89E-02,1.36E+01,4.79E+00,1.18E+01,1.11E+01,-1.06E+00,1.43E+00,-1.09E+02
7.33E-01,-4.89E-02,1.38E+01,5.63E-01,1.04E+01,1.11E+01,-1.14E+00,1.45E+00,-1.09E+02
-4.89E-02,-2.44E-01,1.34E+01,-3.66E+00,6.20E+00,1.18E+01,-1.22E+00,1.42E+00,-1.09E+02
9.29E-01,-4.40E-01,1.31E+01,-7.18E+00,4.08E+00,1.11E+01,-1.25E+00,1.36E+00,-1.09E+02
1.47E-01,1.47E-01,1.36E+01,-1.21E+01,5.63E-01,1.04E+01,-1.26E+00,1.25E+00,-1.09E+02
3.42E-01,1.47E-01,1.34E+01,-1.21E+01,-8.45E-01,9.72E+00,-1.25E+00,1.15E+00,-1.09E+02
4.89E-02,-2.44E-01,1.36E+01,-1.21E+01,-2.25E+00,9.72E+00,-1.23E+00,1.00E+00,-1.09E+02
7.33E-01,-3.42E-01,1.33E+01,-1.14E+01,-1.41E-01,7.61E+00,-1.20E+00,9.11E-01,-1.09E+02
3.42E-01,-4.89E-02,1.36E+01,-7.18E+00,-8.45E-01,7.61E+00,-1.19E+00,8.01E-01,-1.08E+02
3.42E-01,-4.89E-02,1.32E+01,-5.77E+00,2.68E+00,6.20E+00,-1.19E+00,7.54E-01,-1.08E+02
1.47E-01,-1.47E-01,1.34E+01,-3.66E+00,3.38E+00,6.20E+00,-1.22E+00,7.06E-01,-1.08E+02
-2.44E-01,-4.40E-01,1.08E+01,-8.18E+01,-3.82E+01,1.19E+02,-5.11E+00,1.53E+01,-7.81E+01
-4.89E-02,-2.44E-01,1.06E+01,-9.10E+01,-4.87E+01,1.15E+02,-4.52E+00,1.46E+01,-7.73E+01
-2.44E-01,-2.44E-01,1.08E+01,-9.66E+01,-5.79E+01,1.13E+02,-3.55E+00,1.35E+01,-7.61E+01
-1.47E-01,-2.44E-01,1.05E+01,-9.45E+01,-6.14E+01,1.08E+02,-2.88E+00,1.27E+01,-7.54E+01
-2.44E-01,-1.47E-01,1.01E+01,-9.17E+01,-6.56E+01,1.02E+02,-1.87E+00,1.16E+01,-7.43E+01
-1.47E-01,-2.44E-01,1.03E+01,-8.82E+01,-7.27E+01,9.42E+01,-1.18E+00,1.09E+01,-7.36E+01
-4.89E-02,-2.44E-01,1.02E+01,-8.11E+01,-8.04E+01,8.65E+01,-9.34E-02,9.80E+00,-7.27E+01
-1.47E-01,-4.89E-02,1.08E+01,-7.62E+01,-8.82E+01,7.73E+01,6.68E-01,9.13E+00,-7.22E+01
-4.89E-02,-2.44E-01,9.92E+00,-7.55E+01,-9.94E+01,6.89E+01,1.89E+00,8.17E+00,-7.15E+01
-1.47E-01,-4.40E-01,1.06E+01,-6.14E+01,-9.87E+01,1.61E+01,8.85E+00,3.34E+00,-6.97E+01
-2.44E-01,-4.40E-01,1.07E+01,-5.15E+01,-7.48E+01,1.11E+01,9.52E+00,2.86E+00,-6.96E+01
4.40E-01,-4.89E-02,1.20E+01,6.54E+01,-2.62E+01,6.20E+00,-1.28E+01,2.39E+01,-1.04E+02
-1.47E-01,-4.89E-02,1.14E+01,5.62E+01,-7.48E+01,7.61E+00,-1.17E+01,2.49E+01,-1.04E+02
6.35E-01,1.42E+00,9.24E+00,-9.73E+01,7.59E+01,2.80E+01,1.41E+01,-1.91E+01,-1.08E+02
1.47E-01,1.52E+00,9.24E+00,-7.97E+01,8.23E+01,2.59E+01,1.34E+01,-1.97E+01,-1.08E+02
6.35E-01,1.12E+00,9.34E+00,-6.77E+01,9.14E+01,2.59E+01,1.23E+01,-2.05E+01,-1.08E+02
8.31E-01,1.12E+00,9.43E+00,-6.14E+01,9.70E+01,2.59E+01,1.15E+01,-2.09E+01,-1.08E+02
2.44E-01,9.29E-01,9.82E+00,-6.07E+01,9.77E+01,2.59E+01,1.03E+01,-2.14E+01,-1.08E+02
7.33E-01,7.33E-01,9.63E+00,-6.28E+01,9.42E+01,2.73E+01,9.46E+00,-2.18E+01,-1.09E+02
2.44E-01,7.33E-01,1.01E+01,-6.92E+01,8.79E+01,2.66E+01,8.31E+00,-2.25E+01,-1.09E+02
4.89E-02,9.29E-01,1.06E+01,-7.27E+01,7.52E+01,2.66E+01,7.60E+00,-2.30E+01,-1.09E+02
1.22E+00,7.33E-01,1.00E+01,-7.41E+01,6.54E+01,2.80E+01,6.67E+00,-2.37E+01,-1.09E+02
4.40E-01,1.03E+00,9.63E+00,-7.48E+01,5.27E+01,2.73E+01,6.16E+00,-2.42E+01,-1.09E+02
6.35E-01,8.31E-01,1.02E+01,-7.41E+01,4.56E+01,2.80E+01,5.47E+00,-2.50E+01,-1.09E+02
2.44E-01,1.03E+00,1.02E+01,-7.06E+01,3.65E+01,2.73E+01,5.09E+00,-2.55E+01,-1.09E+02
1.47E-01,1.03E+00,1.04E+01,-6.70E+01,3.23E+01,2.73E+01,4.55E+00,-2.61E+01,-1.09E+02
1.03E+00,9.29E-01,1.06E+01,-5.58E+01,2.87E+01,2.73E+01,4.25E+00,-2.65E+01,-1.08E+02
6.35E-01,4.40E-01,1.05E+01,5.76E+01,6.18E+01,2.80E+01,-1.07E+00,-2.66E+01,-1.08E+02
4.89E-02,6.35E-01,1.03E+01,6.96E+01,6.39E+01,3.01E+01,-1.62E+00,-2.60E+01,-1.08E+02
9.29E-01,1.47E-01,1.02E+01,7.59E+01,6.75E+01,2.94E+01,-2.46E+00,-2.50E+01,-1.08E+02
4.40E-01,3.42E-01,1.09E+01,7.80E+01,6.89E+01,3.01E+01,-3.05E+00,-2.43E+01,-1.08E+02
7.33E-01,5.38E-01,1.00E+01,8.01E+01,7.31E+01,3.08E+01,-3.95E+00,-2.32E+01,-1.08E+02
3.42E-01,4.40E-01,9.82E+00,7.59E+01,7.17E+01,3.08E+01,-4.55E+00,-2.25E+01,-1.08E+02
-4.89E-02,5.38E-01,1.03E+01,7.10E+01,6.82E+01,3.15E+01,-5.46E+00,-2.15E+01,-1.08E+02
1.32E+00,1.47E-01,9.43E+00,6.32E+01,6.46E+01,3.23E+01,-6.01E+00,-2.09E+01,-1.08E+02
6.35E-01,4.89E-02,9.53E+00,5.41E+01,5.83E+01,3.08E+01,-6.78E+00,-2.01E+01,-1.08E+02
-3.42E-01,4.40E-01,1.03E+01,4.42E+01,4.92E+01,3.08E+01,-7.25E+00,-1.96E+01,-1.08E+02
1.03E+00,5.38E-01,9.43E+00,3.79E+01,4.35E+01,3.15E+01,-7.86E+00,-1.90E+01,-1.07E+02
8.31E-01,2.44E-01,9.34E+00,3.30E+01,3.51E+01,3.15E+01,-8.18E+00,-1.86E+01,-1.07E+02
-1.47E-01,1.47E-01,1.01E+01,2.73E+01,2.94E+01,3.01E+01,-8.61E+00,-1.81E+01,-1.07E+02
7.33E-01,-4.89E-02,9.82E+00,2.59E+01,2.59E+01,2.94E+01,-8.87E+00,-1.78E+01,-1.07E+02
1.03E+00,-1.47E-01,9.53E+00,2.45E+01,2.24E+01,2.87E+01,-9.18E+00,-1.74E+01,-1.07E+02
2.44E-01,2.44E-01,9.82E+00,2.45E+01,1.96E+01,2.87E+01,-9.37E+00,-1.71E+01,-1.06E+02
-4.89E-02,3.42E-01,9.92E+00,3.01E+01,2.03E+01,2.73E+01,-9.65E+00,-1.66E+01,-1.06E+02
4.40E-01,1.47E-01,9.73E+00,3.37E+01,2.17E+01,2.66E+01,-9.84E+00,-1.63E+01,-1.06E+02
6.35E-01,-4.89E-02,9.53E+00,3.86E+01,2.45E+01,2.45E+01,-1.01E+01,-1.57E+01,-1.06E+02
3.42E-01,3.42E-01,9.63E+00,4.35E+01,2.59E+01,2.45E+01,-1.03E+01,-1.53E+01,-1.06E+02
4.40E-01,5.38E-01,9.82E+00,5.27E+01,2.94E+01,2.31E+01,-1.07E+01,-1.46E+01,-1.05E+02
6.35E-01,4.89E-02,9.24E+00,6.04E+01,3.08E+01,2.31E+01,-1.09E+01,-1.41E+01,-1.05E+02
5.38E-01,-4.40E-01,9.24E+00,6.25E+01,3.08E+01,2.17E+01,-1.13E+01,-1.32E+01,-1.05E+02
6.35E-01,-3.42E-01,9.53E+00,6.32E+01,3.08E+01,2.17E+01,-1.15E+01,-1.27E+01,-1.05E+02
3.42E-01,-4.89E-02,9.34E+00,5.97E+01,2.87E+01,2.24E+01,-1.18E+01,-1.18E+01,-1.05E+02
-4.89E-02,-4.89E-02,9.24E+00,5.48E+01,2.66E+01,2.03E+01,-1.21E+01,-1.13E+01,-1.05E+02
-1.47E-01,4.89E-02,1.01E+01,4.92E+01,2.24E+01,1.96E+01,-1.23E+01,-1.06E+01,-1.04E+02
4.40E-01,3.42E-01,9.63E+00,4.35E+01,2.03E+01,1.89E+01,-1.25E+01,-1.01E+01,-1.04E+02
5.38E-01,-1.47E-01,9.53E+00,3.79E+01,1.54E+01,1.82E+01,-1.27E+01,-9.56E+00,-1.04E+02
5.38E-01,-3.42E-01,9.53E+00,3.01E+01,1.04E+01,1.82E+01,-1.28E+01,-9.24E+00,-1.04E+02
8.31E-01,-4.40E-01,9.24E+00,2.66E+01,7.61E+00,1.75E+01,-1.28E+01,-8.81E+00,-1.04E+02
1.47E-01,-4.89E-02,9.82E+00,1.89E+01,6.90E+00,1.54E+01,-1.28E+01,-8.57E+00,-1.04E+02
-4.89E-02,2.44E-01,1.02E+01,1.96E+01,6.20E+00,1.54E+01,-1.29E+01,-8.25E+00,-1.03E+02
4.89E-02,-4.89E-02,1.01E+01,1.82E+01,6.90E+00,1.39E+01,-1.29E+01,-8.04E+00,-1.03E+02
4.40E-01,-2.44E-01,1.04E+01,1.75E+01,7.61E+00,1.25E+01,-1.30E+01,-7.76E+00,-1.03E+02
9.29E-01,-2.44E-01,9.53E+00,1.75E+01,1.25E+01,1.25E+01,-1.30E+01,-7.57E+00,-1.03E+02
4.89E-02,-2.44E-01,1.03E+01,1.54E+01,1.54E+01,1.18E+01,-1.31E+01,-7.31E+00,-1.03E+02
-3.42E-01,4.89E-02,1.10E+01,1.68E+01,2.52E+01,9.72E+00,-1.33E+01,-7.13E+00,-1.03E+02
3.42E-01,-4.89E-02,1.05E+01,1.61E+01,3.23E+01,1.04E+01,-1.36E+01,-6.87E+00,-1.03E+02
3.42E-01,-1.47E-01,1.08E+01,1.68E+01,4.00E+01,9.72E+00,-1.38E+01,-6.71E+00,-1.03E+02
5.38E-01,-2.44E-01,1.07E+01,1.54E+01,4.49E+01,9.01E+00,-1.43E+01,-6.47E+00,-1.03E+02
4.89E-02,-2.44E-01,1.18E+01,1.25E+01,4.42E+01,9.01E+00,-1.46E+01,-6.33E+00,-1.03E+02
4.89E-02,-1.47E-01,1.14E+01,1.25E+01,4.42E+01,8.31E+00,-1.50E+01,-6.12E+00,-1.02E+02
7.33E-01,-2.44E-01,1.16E+01,1.04E+01,3.65E+01,7.61E+00,-1.53E+01,-6.01E+00,-1.02E+02
-1.47E-01,-3.42E-01,1.16E+01,7.61E+00,3.15E+01,6.90E+00,-1.57E+01,-5.86E+00,-1.02E+02
3.42E-01,-2.44E-01,1.23E+01,4.79E+00,1.32E+01,6.20E+00,-1.60E+01,-5.67E+00,-1.02E+02
4.89E-02,-2.44E-01,1.21E+01,7.61E+00,5.49E+00,6.20E+00,-1.60E+01,-5.59E+00,-1.02E+02
-2.44E-01,-1.47E-01,1.32E+00,4.35E+01,-5.79E+01,6.20E+00,5.13E+00,5.41E+00,-1.00E+02
-1.47E-01,4.89E-02,9.43E+00,-5.72E+01,5.06E+01,6.90E+00,6.38E+00,2.58E+00,-1.00E+02
-4.40E-01,4.89E-02,1.05E+01,-3.61E+01,5.48E+01,6.90E+00,5.94E+00,2.18E+00,-1.00E+02
-3.42E-01,-2.44E-01,1.12E+01,-1.14E+01,5.41E+01,6.20E+00,5.25E+00,1.87E+00,-9.99E+01
4.40E-01,4.40E-01,1.24E+01,2.66E+01,6.25E+01,9.01E+00,-4.98E+00,-1.04E-01,-9.80E+01
6.35E-01,5.38E-01,1.20E+01,3.37E+01,-2.25E+00,1.04E+01,-5.21E+00,1.62E-01,-9.79E+01
2.44E-01,-4.89E-02,1.22E+01,4.28E+01,-6.14E+01,1.11E+01,-4.78E+00,6.42E-01,-9.78E+01
-1.47E-01,4.89E-02,1.25E+01,-2.83E+01,-8.89E+01,1.25E+01,3.95E+00,1.27E+00,-9.74E+01
-8.31E-01,2.44E-01,1.32E+01,-3.39E+01,-5.58E+01,1.32E+01,4.81E+00,8.91E-01,-9.72E+01
-1.03E+00,4.89E-02,1.35E+01,-4.24E+01,-1.35E+01,1.32E+01,5.06E+00,5.74E-01,-9.71E+01
-5.38E-01,-4.89E-02,1.31E+01,-4.31E+01,2.24E+01,1.25E+01,4.98E+00,5.45E-02,-9.70E+01
-2.44E-01,4.89E-02,1.29E+01,-3.82E+01,5.06E+01,1.25E+01,4.65E+00,-2.84E-01,-9.69E+01
-2.44E-01,4.89E-02,1.30E+01,-2.69E+01,6.82E+01,1.11E+01,3.91E+00,-6.77E-01,-9.67E+01
-4.40E-01,4.89E-02,1.30E+01,-1.07E+01,7.24E+01,1.04E+01,3.31E+00,-8.34E-01,-9.66E+01
-8.31E-01,2.44E-01,1.36E+01,6.90E+00,7.10E+01,8.31E+00,2.42E+00,-8.56E-01,-9.65E+01
8.31E-01,-1.47E-01,1.32E+01,2.17E+01,5.90E+01,8.31E+00,1.88E+00,-7.39E-01,-9.65E+01
-1.32E+00,4.89E-02,1.29E+01,3.44E+01,4.07E+01,7.61E+00,1.26E+00,-4.02E-01,-9.64E+01
1.03E+00,-5.38E-01,1.33E+01,3.79E+01,2.52E+01,6.90E+00,9.76E-01,-1.11E-01,-9.63E+01
3.42E-01,-2.44E-01,1.28E+01,2.38E+01,-2.96E+00,6.20E+00,7.39E-01,5.54E-01,-9.62E+01
-1.47E-01,-4.89E-02,2.00E+00,6.25E+01,-5.58E+01,8.31E+00,1.20E+01,5.79E+00,-9.50E+01
-1.47E-01,-4.89E-02,2.00E+00,6.32E+01,-5.79E+01,7.61E+00,1.24E+01,6.27E+00,-9.50E+01
-1.47E-01,-4.89E-02,2.39E+00,5.83E+01,-5.51E+01,6.20E+00,1.30E+01,6.97E+00,-9.49E+01
-4.40E-01,-1.47E-01,1.02E+01,5.34E+01,8.23E+01,1.75E+01,3.46E+00,3.51E+00,-9.36E+01
-1.47E-01,-2.44E-01,1.05E+01,6.11E+01,5.06E+01,2.03E+01,2.65E+00,4.19E+00,-9.33E+01
-3.42E-01,-1.47E-01,1.06E+01,5.34E+01,2.80E+01,2.03E+01,2.34E+00,4.62E+00,-9.31E+01
-5.38E-01,4.89E-02,1.12E+01,4.21E+01,3.38E+00,2.10E+01,2.17E+00,5.17E+00,-9.28E+01
2.44E-01,-6.35E-01,1.11E+01,2.73E+01,-7.89E+00,2.17E+01,2.19E+00,5.43E+00,-9.26E+01
5.38E-01,-9.29E-01,1.10E+01,8.31E+00,-1.35E+01,2.38E+01,2.36E+00,5.58E+00,-9.24E+01
1.47E-01,-7.33E-01,1.10E+01,-5.77E+00,-9.30E+00,2.24E+01,2.46E+00,5.55E+00,-9.22E+01
-1.47E-01,-2.44E-01,1.09E+01,-1.99E+01,-3.66E+00,2.45E+01,2.56E+00,5.35E+00,-9.19E+01
4.89E-02,-4.40E-01,1.13E+01,-3.25E+01,4.08E+00,2.52E+01,2.56E+00,5.11E+00,-9.17E+01
1.47E-01,-6.35E-01,1.16E+01,-4.31E+01,1.11E+01,2.66E+01,2.47E+00,4.60E+00,-9.14E+01
1.47E-01,-5.38E-01,1.15E+01,-4.80E+01,1.54E+01,2.80E+01,2.37E+00,4.20E+00,-9.11E+01
-1.47E-01,-4.89E-02,1.17E+01,-4.87E+01,1.18E+01,2.94E+01,2.21E+00,3.58E+00,-9.08E+01
-5.38E-01,1.47E-01,1.24E+01,-4.52E+01,9.72E+00,3.08E+01,2.13E+00,3.19E+00,-9.05E+01
-3.42E-01,-1.47E-01,1.25E+01,-3.39E+01,4.08E+00,3.08E+01,2.04E+00,2.68E+00,-9.02E+01
4.89E-02,-4.40E-01,1.23E+01,-2.20E+01,2.68E+00,3.01E+01,2.01E+00,2.43E+00,-8.99E+01
-1.47E-01,-2.44E-01,1.19E+01,-1.14E+01,2.68E+00,2.73E+01,1.98E+00,2.20E+00,-8.96E+01
-4.89E-02,-4.40E-01,1.20E+01,-1.41E-01,6.90E+00,2.52E+01,1.93E+00,2.15E+00,-8.93E+01
4.89E-02,-4.40E-01,1.23E+01,5.49E+00,8.31E+00,2.38E+01,1.84E+00,2.15E+00,-8.90E+01
-1.47E-01,-2.44E-01,1.22E+01,4.79E+00,7.61E+00,2.31E+01,1.77E+00,2.19E+00,-8.89E+01
-4.89E-02,-4.89E-02,1.22E+01,-2.25E+00,4.08E+00,2.17E+01,1.70E+00,2.19E+00,-8.86E+01
-1.47E-01,-2.44E-01,1.22E+01,-1.21E+01,-2.25E+00,1.96E+01,1.68E+00,2.12E+00,-8.84E+01
